iter 1:, hard_loss_metric=0.20000008, full_loss_metric=0.19998790, full_loss_num=122880.00000000, mean_dist=0.00002156, lr=0.000100, hard or full='full'
iter 28:, hard_loss_metric=0.20288581, full_loss_metric=0.19497743, full_loss_num=122880.00000000, mean_dist=0.00640957, lr=0.000100, hard or full='full'
iter 29:, hard_loss_metric=0.20363727, full_loss_metric=0.19299836, full_loss_num=122880.00000000, mean_dist=0.00868412, lr=0.000100, hard or full='full'
0:09:46.202457
iter 30:, hard_loss_metric=0.20435065, full_loss_metric=0.19177949, full_loss_num=122880.00000000, mean_dist=0.01019071, lr=0.000100, hard or full='full'
iter 31:, hard_loss_metric=0.20562910, full_loss_metric=0.18982755, full_loss_num=122880.00000000, mean_dist=0.01274852, lr=0.000100, hard or full='full'
iter 32:, hard_loss_metric=0.20667085, full_loss_metric=0.18588327, full_loss_num=122842.07812500, mean_dist=0.01719925, lr=0.000100, hard or full='full'
iter 33:, hard_loss_metric=0.20940189, full_loss_metric=0.18822156, full_loss_num=122879.18750000, mean_dist=0.01621335, lr=0.000100, hard or full='full'
iter 34:, hard_loss_metric=0.21041076, full_loss_metric=0.17739062, full_loss_num=121758.82031250, mean_dist=0.02842423, lr=0.000100, hard or full='full'
iter 35:, hard_loss_metric=0.21400252, full_loss_metric=0.17811246, full_loss_num=122112.00000000, mean_dist=0.02893308, lr=0.000100, hard or full='full'
iter 36:, hard_loss_metric=0.21660744, full_loss_metric=0.17493115, full_loss_num=120932.68750000, mean_dist=0.03635928, lr=0.000100, hard or full='full'
iter 37:, hard_loss_metric=0.22444691, full_loss_metric=0.17074215, full_loss_num=119856.91406250, mean_dist=0.04522556, lr=0.000100, hard or full='full'
iter 38:, hard_loss_metric=0.22166593, full_loss_metric=0.16171995, full_loss_num=115834.25781250, mean_dist=0.05989346, lr=0.000100, hard or full='full'
iter 39:, hard_loss_metric=0.23960254, full_loss_metric=0.16329816, full_loss_num=116054.41406250, mean_dist=0.06705429, lr=0.000100, hard or full='full'
0:07:46.150737
iter 40:, hard_loss_metric=0.23891537, full_loss_metric=0.15895581, full_loss_num=112162.41406250, mean_dist=0.08012810, lr=0.000100, hard or full='full'
iter 41:, hard_loss_metric=0.25822127, full_loss_metric=0.15733933, full_loss_num=107992.00000000, mean_dist=0.10249886, lr=0.000100, hard or full='full'
iter 42:, hard_loss_metric=0.26868662, full_loss_metric=0.15619354, full_loss_num=100977.53125000, mean_dist=0.13692531, lr=0.000100, hard or full='full'
iter 43:, hard_loss_metric=0.27253625, full_loss_metric=0.15739404, full_loss_num=101427.46093750, mean_dist=0.13629565, lr=0.000100, hard or full='full'
iter 44:, hard_loss_metric=0.30459529, full_loss_metric=0.15834381, full_loss_num=87194.24218750, mean_dist=0.23638469, lr=0.000100, hard or full='full'
iter 45:, hard_loss_metric=0.28420010, full_loss_metric=0.15032755, full_loss_num=88174.17187500, mean_dist=0.21216433, lr=0.000100, hard or full='full'
iter 46:, hard_loss_metric=0.33221379, full_loss_metric=0.16201089, full_loss_num=72423.28906250, mean_dist=0.35271919, lr=0.000100, hard or full='full'
iter 47:, hard_loss_metric=0.39428464, full_loss_metric=0.18328905, full_loss_num=70514.80468750, mean_dist=0.40796614, lr=0.000100, hard or full='full'
iter 48:, hard_loss_metric=0.40743545, full_loss_metric=0.19333647, full_loss_num=75143.41406250, mean_dist=0.33515337, lr=0.000100, hard or full='full'
iter 49:, hard_loss_metric=0.35947385, full_loss_metric=0.16138944, full_loss_num=65775.96875000, mean_dist=0.39194554, lr=0.000100, hard or full='full'
0:07:49.570576
iter 50:, hard_loss_metric=0.40728039, full_loss_metric=0.17698681, full_loss_num=55317.35156250, mean_dist=0.50434715, lr=0.000100, hard or full='full'
iter 51:, hard_loss_metric=0.44257003, full_loss_metric=0.19639285, full_loss_num=56389.77343750, mean_dist=0.54726297, lr=0.000100, hard or full='full'
iter 52:, hard_loss_metric=0.47422677, full_loss_metric=0.21148594, full_loss_num=49031.59375000, mean_dist=0.60698169, lr=0.000100, hard or full='full'
iter 53:, hard_loss_metric=0.49077335, full_loss_metric=0.22088760, full_loss_num=46133.44921875, mean_dist=0.69343835, lr=0.000100, hard or full='full'
iter 54:, hard_loss_metric=0.47461829, full_loss_metric=0.20438775, full_loss_num=47260.57812500, mean_dist=0.61404353, lr=0.000100, hard or full='full'
iter 55:, hard_loss_metric=0.49121824, full_loss_metric=0.23732582, full_loss_num=34526.14453125, mean_dist=0.87173402, lr=0.000100, hard or full='full'
iter 56:, hard_loss_metric=0.48526698, full_loss_metric=0.21430394, full_loss_num=42046.53125000, mean_dist=0.66878343, lr=0.000100, hard or full='full'
iter 57:, hard_loss_metric=0.58935851, full_loss_metric=0.34113398, full_loss_num=33284.16015625, mean_dist=0.97487652, lr=0.000100, hard or full='full'
iter 58:, hard_loss_metric=0.47329968, full_loss_metric=0.19894178, full_loss_num=40178.80468750, mean_dist=0.64506358, lr=0.000100, hard or full='full'
iter 59:, hard_loss_metric=0.54177868, full_loss_metric=0.24923374, full_loss_num=36061.11328125, mean_dist=0.76784796, lr=0.000100, hard or full='full'
0:07:44.932128
iter 60:, hard_loss_metric=0.47619382, full_loss_metric=0.21283841, full_loss_num=36790.37109375, mean_dist=0.72519279, lr=0.000100, hard or full='full'
iter 61:, hard_loss_metric=0.47225618, full_loss_metric=0.20654742, full_loss_num=39879.80468750, mean_dist=0.62482536, lr=0.000100, hard or full='full'
iter 62:, hard_loss_metric=0.44187266, full_loss_metric=0.18738921, full_loss_num=40508.64453125, mean_dist=0.64878464, lr=0.000100, hard or full='full'
iter 63:, hard_loss_metric=0.45647934, full_loss_metric=0.20751019, full_loss_num=32348.35351562, mean_dist=0.84024513, lr=0.000100, hard or full='full'
iter 64:, hard_loss_metric=0.47687265, full_loss_metric=0.22043905, full_loss_num=37296.87109375, mean_dist=0.67312157, lr=0.000100, hard or full='full'
iter 65:, hard_loss_metric=0.41374099, full_loss_metric=0.19656156, full_loss_num=33803.77343750, mean_dist=0.66633606, lr=0.000100, hard or full='full'
iter 66:, hard_loss_metric=0.42002630, full_loss_metric=0.19282390, full_loss_num=37451.74218750, mean_dist=0.62742931, lr=0.000100, hard or full='full'
iter 67:, hard_loss_metric=0.42137545, full_loss_metric=0.19481111, full_loss_num=34062.50000000, mean_dist=0.70800644, lr=0.000100, hard or full='full'
iter 68:, hard_loss_metric=0.36795229, full_loss_metric=0.16580646, full_loss_num=33205.41796875, mean_dist=0.69389659, lr=0.000100, hard or full='full'
iter 69:, hard_loss_metric=0.38022739, full_loss_metric=0.17139079, full_loss_num=35159.50000000, mean_dist=0.63494176, lr=0.000100, hard or full='full'
0:07:56.145919
iter 70:, hard_loss_metric=0.39557025, full_loss_metric=0.17765459, full_loss_num=39447.28906250, mean_dist=0.58342642, lr=0.000100, hard or full='full'
iter 71:, hard_loss_metric=0.37803587, full_loss_metric=0.16117324, full_loss_num=38043.80468750, mean_dist=0.58129954, lr=0.000100, hard or full='full'
iter 72:, hard_loss_metric=0.37132686, full_loss_metric=0.16159123, full_loss_num=35959.96484375, mean_dist=0.58485556, lr=0.000100, hard or full='full'
iter 73:, hard_loss_metric=0.36453006, full_loss_metric=0.16147085, full_loss_num=33544.53125000, mean_dist=0.64487320, lr=0.000100, hard or full='full'
iter 74:, hard_loss_metric=0.38536322, full_loss_metric=0.17881489, full_loss_num=31008.75781250, mean_dist=0.76230884, lr=0.000100, hard or full='full'
iter 75:, hard_loss_metric=0.38437244, full_loss_metric=0.17240621, full_loss_num=30662.27343750, mean_dist=0.64698911, lr=0.000100, hard or full='full'
iter 76:, hard_loss_metric=0.44334418, full_loss_metric=0.24373811, full_loss_num=26558.98242188, mean_dist=0.88584310, lr=0.000100, hard or full='full'
iter 77:, hard_loss_metric=0.38200253, full_loss_metric=0.17566644, full_loss_num=23430.83789062, mean_dist=0.82972139, lr=0.000100, hard or full='full'
iter 78:, hard_loss_metric=0.38965330, full_loss_metric=0.17353007, full_loss_num=31784.24023438, mean_dist=0.67189759, lr=0.000100, hard or full='full'
iter 79:, hard_loss_metric=0.38017705, full_loss_metric=0.17240801, full_loss_num=30587.67578125, mean_dist=0.71404546, lr=0.000100, hard or full='full'
0:07:50.968044
iter 80:, hard_loss_metric=0.31368119, full_loss_metric=0.14393160, full_loss_num=21639.16015625, mean_dist=0.77396435, lr=0.000100, hard or full='full'
iter 81:, hard_loss_metric=0.39600420, full_loss_metric=0.17651384, full_loss_num=25904.82226562, mean_dist=0.77654278, lr=0.000100, hard or full='full'
iter 82:, hard_loss_metric=0.39916566, full_loss_metric=0.17462046, full_loss_num=25768.30664062, mean_dist=0.71397430, lr=0.000100, hard or full='full'
iter 83:, hard_loss_metric=0.41524655, full_loss_metric=0.19088960, full_loss_num=25982.14453125, mean_dist=0.72923338, lr=0.000100, hard or full='full'
iter 84:, hard_loss_metric=0.36713099, full_loss_metric=0.16988601, full_loss_num=25410.24023438, mean_dist=0.75711817, lr=0.000100, hard or full='full'
iter 85:, hard_loss_metric=0.36555120, full_loss_metric=0.16217458, full_loss_num=23320.17578125, mean_dist=0.90082002, lr=0.000100, hard or full='full'
iter 86:, hard_loss_metric=0.37965029, full_loss_metric=0.18834528, full_loss_num=20521.75781250, mean_dist=0.90104836, lr=0.000100, hard or full='full'
iter 87:, hard_loss_metric=0.43500254, full_loss_metric=0.24200059, full_loss_num=21878.06445312, mean_dist=0.91734076, lr=0.000100, hard or full='full'
iter 88:, hard_loss_metric=0.38081232, full_loss_metric=0.17782761, full_loss_num=17807.06445312, mean_dist=0.94499159, lr=0.000100, hard or full='full'
iter 89:, hard_loss_metric=0.42849371, full_loss_metric=0.21163857, full_loss_num=24654.90234375, mean_dist=0.77265018, lr=0.000100, hard or full='full'
0:07:34.958939
iter 90:, hard_loss_metric=0.46758443, full_loss_metric=0.22107270, full_loss_num=26832.14453125, mean_dist=0.76406389, lr=0.000100, hard or full='full'
iter 91:, hard_loss_metric=0.42294317, full_loss_metric=0.20761126, full_loss_num=20218.91796875, mean_dist=0.98507822, lr=0.000100, hard or full='full'
iter 92:, hard_loss_metric=0.40862772, full_loss_metric=0.18306634, full_loss_num=23197.61132812, mean_dist=0.85019004, lr=0.000100, hard or full='full'
iter 93:, hard_loss_metric=0.39582339, full_loss_metric=0.18268062, full_loss_num=19488.09570312, mean_dist=0.86155283, lr=0.000100, hard or full='full'
iter 94:, hard_loss_metric=0.37655017, full_loss_metric=0.19380336, full_loss_num=17128.14453125, mean_dist=1.03421593, lr=0.000100, hard or full='full'
iter 95:, hard_loss_metric=0.45901600, full_loss_metric=0.21884477, full_loss_num=23316.41796875, mean_dist=0.88019198, lr=0.000100, hard or full='full'
iter 96:, hard_loss_metric=0.34569338, full_loss_metric=0.17461546, full_loss_num=14570.17675781, mean_dist=1.07864547, lr=0.000100, hard or full='full'
iter 97:, hard_loss_metric=0.36412036, full_loss_metric=0.20013097, full_loss_num=16889.85351562, mean_dist=0.96399289, lr=0.000100, hard or full='full'
iter 98:, hard_loss_metric=0.32202905, full_loss_metric=0.17482238, full_loss_num=15114.04785156, mean_dist=1.11273170, lr=0.000100, hard or full='full'
iter 99:, hard_loss_metric=0.37803501, full_loss_metric=0.19774367, full_loss_num=19196.11328125, mean_dist=0.95556015, lr=0.000100, hard or full='full'
0:07:43.770943
iter 100:, hard_loss_metric=0.37933257, full_loss_metric=0.17702644, full_loss_num=18439.83789062, mean_dist=1.02230048, lr=0.000100, hard or full='full'
iter 101:, hard_loss_metric=0.33385122, full_loss_metric=0.15472031, full_loss_num=20099.24218750, mean_dist=0.84440339, lr=0.000100, hard or full='full'
iter 102:, hard_loss_metric=0.36999843, full_loss_metric=0.16630535, full_loss_num=19683.78906250, mean_dist=0.94724071, lr=0.000100, hard or full='full'
iter 103:, hard_loss_metric=0.34994662, full_loss_metric=0.16556269, full_loss_num=17286.25781250, mean_dist=0.89083964, lr=0.000100, hard or full='full'
iter 104:, hard_loss_metric=0.40411487, full_loss_metric=0.19793156, full_loss_num=16449.28906250, mean_dist=1.07463634, lr=0.000100, hard or full='full'
iter 105:, hard_loss_metric=0.40074372, full_loss_metric=0.20258239, full_loss_num=17839.04882812, mean_dist=1.01255369, lr=0.000100, hard or full='full'
iter 106:, hard_loss_metric=0.38083181, full_loss_metric=0.19819331, full_loss_num=15702.00000000, mean_dist=1.04025221, lr=0.000100, hard or full='full'
iter 107:, hard_loss_metric=0.33964801, full_loss_metric=0.18055633, full_loss_num=13790.22558594, mean_dist=1.07605302, lr=0.000100, hard or full='full'
iter 108:, hard_loss_metric=0.38914123, full_loss_metric=0.18954618, full_loss_num=13296.87011719, mean_dist=1.18947792, lr=0.000100, hard or full='full'
iter 109:, hard_loss_metric=0.36186182, full_loss_metric=0.18843807, full_loss_num=14402.54785156, mean_dist=1.09581137, lr=0.000100, hard or full='full'
0:08:06.645166
iter 110:, hard_loss_metric=0.29202139, full_loss_metric=0.15580259, full_loss_num=11571.53222656, mean_dist=1.09789324, lr=0.000100, hard or full='full'
iter 111:, hard_loss_metric=0.29840481, full_loss_metric=0.17122266, full_loss_num=12483.04785156, mean_dist=1.14369833, lr=0.000100, hard or full='full'
iter 112:, hard_loss_metric=0.36480817, full_loss_metric=0.17974524, full_loss_num=16452.72460938, mean_dist=1.09373474, lr=0.000100, hard or full='full'
iter 113:, hard_loss_metric=0.31521514, full_loss_metric=0.17285882, full_loss_num=13056.41894531, mean_dist=1.12635827, lr=0.000100, hard or full='full'
iter 114:, hard_loss_metric=0.29334375, full_loss_metric=0.17986663, full_loss_num=10913.20898438, mean_dist=1.22287357, lr=0.000100, hard or full='full'
iter 115:, hard_loss_metric=0.34838474, full_loss_metric=0.17156194, full_loss_num=13674.32226562, mean_dist=1.21692240, lr=0.000100, hard or full='full'
iter 116:, hard_loss_metric=0.41518438, full_loss_metric=0.24065590, full_loss_num=13969.19335938, mean_dist=1.33633447, lr=0.000100, hard or full='full'
iter 117:, hard_loss_metric=0.37116930, full_loss_metric=0.19852000, full_loss_num=14404.09667969, mean_dist=1.14690447, lr=0.000100, hard or full='full'
iter 118:, hard_loss_metric=0.31770453, full_loss_metric=0.18548854, full_loss_num=10726.43554688, mean_dist=1.17857575, lr=0.000100, hard or full='full'
iter 119:, hard_loss_metric=0.32324210, full_loss_metric=0.17992003, full_loss_num=12271.95117188, mean_dist=1.21393967, lr=0.000100, hard or full='full'
0:09:09.671698
iter 120:, hard_loss_metric=0.34704402, full_loss_metric=0.19351205, full_loss_num=12393.95117188, mean_dist=1.14049268, lr=0.000100, hard or full='full'
iter 121:, hard_loss_metric=0.31519189, full_loss_metric=0.18414675, full_loss_num=11747.24121094, mean_dist=1.27286863, lr=0.000100, hard or full='full'
iter 122:, hard_loss_metric=0.27605715, full_loss_metric=0.18052545, full_loss_num=9387.62890625, mean_dist=1.31530750, lr=0.000100, hard or full='full'
iter 123:, hard_loss_metric=0.30323398, full_loss_metric=0.16684239, full_loss_num=12214.87011719, mean_dist=1.11284113, lr=0.000100, hard or full='full'
iter 124:, hard_loss_metric=0.36410061, full_loss_metric=0.22579910, full_loss_num=12124.41894531, mean_dist=1.33306026, lr=0.000100, hard or full='full'
iter 125:, hard_loss_metric=0.29760021, full_loss_metric=0.19075380, full_loss_num=10919.74121094, mean_dist=1.33412778, lr=0.000100, hard or full='full'
iter 126:, hard_loss_metric=0.32698435, full_loss_metric=0.21206585, full_loss_num=13341.30566406, mean_dist=1.19687307, lr=0.000100, hard or full='full'
iter 127:, hard_loss_metric=0.31642255, full_loss_metric=0.16957426, full_loss_num=14169.91894531, mean_dist=1.00836802, lr=0.000100, hard or full='full'
iter 128:, hard_loss_metric=0.31140572, full_loss_metric=0.15924133, full_loss_num=13593.54785156, mean_dist=0.99169809, lr=0.000100, hard or full='full'
iter 129:, hard_loss_metric=0.29125419, full_loss_metric=0.16974054, full_loss_num=11277.53222656, mean_dist=1.15116322, lr=0.000100, hard or full='full'
0:07:44.747999
iter 130:, hard_loss_metric=0.34142998, full_loss_metric=0.17974345, full_loss_num=12849.04785156, mean_dist=1.09711111, lr=0.000100, hard or full='full'
iter 131:, hard_loss_metric=0.27095038, full_loss_metric=0.17388596, full_loss_num=7896.96728516, mean_dist=1.30684090, lr=0.000100, hard or full='full'
iter 132:, hard_loss_metric=0.30021253, full_loss_metric=0.16965729, full_loss_num=10487.17675781, mean_dist=1.19719911, lr=0.000100, hard or full='full'
iter 133:, hard_loss_metric=0.27914777, full_loss_metric=0.15690126, full_loss_num=9924.93554688, mean_dist=1.12543380, lr=0.000100, hard or full='full'
iter 134:, hard_loss_metric=0.28832889, full_loss_metric=0.15820189, full_loss_num=11087.43554688, mean_dist=1.22840381, lr=0.000100, hard or full='full'
iter 135:, hard_loss_metric=0.22527464, full_loss_metric=0.16709182, full_loss_num=7220.59667969, mean_dist=1.32231379, lr=0.000100, hard or full='full'
iter 136:, hard_loss_metric=0.24987355, full_loss_metric=0.17780955, full_loss_num=7824.27392578, mean_dist=1.31532860, lr=0.000100, hard or full='full'
iter 137:, hard_loss_metric=0.28605333, full_loss_metric=0.17918614, full_loss_num=9417.19335938, mean_dist=1.22771823, lr=0.000100, hard or full='full'
iter 138:, hard_loss_metric=0.29520056, full_loss_metric=0.17643531, full_loss_num=10745.01562500, mean_dist=1.07497573, lr=0.000100, hard or full='full'
iter 139:, hard_loss_metric=0.28828466, full_loss_metric=0.17808147, full_loss_num=9092.69335938, mean_dist=1.37441599, lr=0.000100, hard or full='full'
0:07:45.897498
iter 140:, hard_loss_metric=0.25027287, full_loss_metric=0.17646848, full_loss_num=6920.45117188, mean_dist=1.38449371, lr=0.000100, hard or full='full'
iter 141:, hard_loss_metric=0.25096655, full_loss_metric=0.16442575, full_loss_num=7086.11279297, mean_dist=1.39553463, lr=0.000100, hard or full='full'
iter 142:, hard_loss_metric=0.28039211, full_loss_metric=0.16881491, full_loss_num=9627.61230469, mean_dist=1.30546272, lr=0.000100, hard or full='full'
iter 143:, hard_loss_metric=0.29341871, full_loss_metric=0.19155723, full_loss_num=8083.20947266, mean_dist=1.57445800, lr=0.000100, hard or full='full'
iter 144:, hard_loss_metric=0.32707003, full_loss_metric=0.21061414, full_loss_num=7755.54833984, mean_dist=1.59593618, lr=0.000100, hard or full='full'
iter 145:, hard_loss_metric=0.25524566, full_loss_metric=0.19166900, full_loss_num=6255.79003906, mean_dist=1.69327557, lr=0.000100, hard or full='full'
iter 146:, hard_loss_metric=0.26340416, full_loss_metric=0.19718587, full_loss_num=6140.20947266, mean_dist=1.68576860, lr=0.000100, hard or full='full'
iter 147:, hard_loss_metric=0.28089657, full_loss_metric=0.20855610, full_loss_num=6628.09667969, mean_dist=1.52602065, lr=0.000100, hard or full='full'
iter 148:, hard_loss_metric=0.30997521, full_loss_metric=0.21485031, full_loss_num=7834.88671875, mean_dist=1.47121990, lr=0.000100, hard or full='full'
iter 149:, hard_loss_metric=0.24105428, full_loss_metric=0.15908046, full_loss_num=6259.69335938, mean_dist=1.50642312, lr=0.000100, hard or full='full'
0:27:03.983926
iter 150:, hard_loss_metric=0.20980537, full_loss_metric=0.17289653, full_loss_num=5684.16113281, mean_dist=1.64486587, lr=0.000100, hard or full='full'
iter 151:, hard_loss_metric=0.25140238, full_loss_metric=0.16549262, full_loss_num=6474.98388672, mean_dist=1.45427167, lr=0.000100, hard or full='full'
iter 152:, hard_loss_metric=0.22479008, full_loss_metric=0.15030345, full_loss_num=6046.98388672, mean_dist=1.38069844, lr=0.000100, hard or full='full'
iter 153:, hard_loss_metric=0.26820379, full_loss_metric=0.19740604, full_loss_num=6671.06445312, mean_dist=1.48640835, lr=0.000100, hard or full='full'
iter 154:, hard_loss_metric=0.19542849, full_loss_metric=0.17551586, full_loss_num=4310.27392578, mean_dist=1.57329106, lr=0.000100, hard or full='full'
iter 155:, hard_loss_metric=0.23892650, full_loss_metric=0.15855770, full_loss_num=7414.19335938, mean_dist=1.27731586, lr=0.000100, hard or full='full'
iter 156:, hard_loss_metric=0.25825936, full_loss_metric=0.17357317, full_loss_num=6850.85449219, mean_dist=1.38145614, lr=0.000100, hard or full='full'
iter 157:, hard_loss_metric=0.24913213, full_loss_metric=0.16624177, full_loss_num=7493.69335938, mean_dist=1.18806839, lr=0.000100, hard or full='full'
iter 158:, hard_loss_metric=0.24792925, full_loss_metric=0.19272152, full_loss_num=7924.04833984, mean_dist=1.42192519, lr=0.000100, hard or full='full'
iter 159:, hard_loss_metric=0.23803924, full_loss_metric=0.18290371, full_loss_num=6152.85449219, mean_dist=1.37347460, lr=0.000100, hard or full='full'
0:07:47.426590
iter 160:, hard_loss_metric=0.25291994, full_loss_metric=0.22007473, full_loss_num=5990.09667969, mean_dist=1.49529433, lr=0.000100, hard or full='full'
iter 161:, hard_loss_metric=0.22384162, full_loss_metric=0.18526722, full_loss_num=5587.64501953, mean_dist=1.72453880, lr=0.000100, hard or full='full'
iter 162:, hard_loss_metric=0.27228299, full_loss_metric=0.19872496, full_loss_num=6917.29003906, mean_dist=1.42459738, lr=0.000100, hard or full='full'
iter 163:, hard_loss_metric=0.15623382, full_loss_metric=0.15885217, full_loss_num=3073.24194336, mean_dist=1.80747759, lr=0.000100, hard or full='full'
iter 164:, hard_loss_metric=0.23693594, full_loss_metric=0.17359564, full_loss_num=5779.22558594, mean_dist=1.55124509, lr=0.000100, hard or full='full'
iter 165:, hard_loss_metric=0.22602938, full_loss_metric=0.19824493, full_loss_num=4868.09667969, mean_dist=1.64396346, lr=0.000100, hard or full='full'
iter 166:, hard_loss_metric=0.24431407, full_loss_metric=0.25249797, full_loss_num=5037.90283203, mean_dist=1.67540359, lr=0.000100, hard or full='full'
iter 167:, hard_loss_metric=0.31841469, full_loss_metric=0.24275199, full_loss_num=6502.58056641, mean_dist=1.70880198, lr=0.000100, hard or full='full'
iter 168:, hard_loss_metric=0.23659487, full_loss_metric=0.17164658, full_loss_num=4918.30615234, mean_dist=1.52684891, lr=0.000100, hard or full='full'
iter 169:, hard_loss_metric=0.19817410, full_loss_metric=0.20380048, full_loss_num=4285.09667969, mean_dist=1.61763597, lr=0.000100, hard or full='full'
0:07:55.717686
iter 170:, hard_loss_metric=0.20941681, full_loss_metric=0.17883460, full_loss_num=4529.00000000, mean_dist=1.64304292, lr=0.000100, hard or full='full'
iter 171:, hard_loss_metric=0.20770183, full_loss_metric=0.25534052, full_loss_num=5514.53222656, mean_dist=1.42469478, lr=0.000100, hard or full='full'
iter 172:, hard_loss_metric=0.25524423, full_loss_metric=0.17702280, full_loss_num=6929.59667969, mean_dist=1.46597838, lr=0.000100, hard or full='full'
iter 173:, hard_loss_metric=0.20620152, full_loss_metric=0.17124921, full_loss_num=5072.85449219, mean_dist=1.52748692, lr=0.000100, hard or full='full'
iter 174:, hard_loss_metric=0.16642967, full_loss_metric=0.20727600, full_loss_num=3554.75805664, mean_dist=1.61076725, lr=0.000100, hard or full='full'
iter 175:, hard_loss_metric=0.24377301, full_loss_metric=0.19370452, full_loss_num=6774.25781250, mean_dist=1.49764836, lr=0.000100, hard or full='full'
iter 176:, hard_loss_metric=0.24199182, full_loss_metric=0.25960386, full_loss_num=5884.33837891, mean_dist=1.47213566, lr=0.000100, hard or full='full'
iter 177:, hard_loss_metric=0.17481342, full_loss_metric=0.15403850, full_loss_num=3952.43530273, mean_dist=1.66556907, lr=0.000100, hard or full='full'
iter 178:, hard_loss_metric=0.14733101, full_loss_metric=0.13405548, full_loss_num=3565.88696289, mean_dist=1.49971092, lr=0.000100, hard or full='full'
